1,Coriandre,APIACEES,Coriandrum,C.Sativum,2022,1,,Uniquement en stock (très peu)
1,Coriandre ,,,,2020,,,
1,Cosmos à petites fleurs oranges (Josiane),xFLEURS,,,2021,0,Elne (66),
1,Coton USA,xARBRE,,,?,0,,surprise
1,Courge,CUCURBITACEES,,,2021 ?,0,,Surprise
1,"Courge ""chapeau turc""",CUCURBITACEES,Cucurbita,C.Maxima,2017,1,,
1,Courge Chioggia,CUCURBITACEES,Cucurbita,C.Maxima,2020,1,,
1,Courge de Naples,CUCURBITACEES,Cucurbita,C.Moschata,2018,1,,
1,Courge de Siam,CUCURBITACEES,Cucurbita,C.Ficifolia,2021,0,,
1,Courge longue de Nice,CUCURBITACEES,Cucurbita,C.Moschata,2020,0,,
1,Courge Longue de Nice. st Génis,CUCURBITACEES,Cucurbita,C.Moschata,2018,1,,Uniquement en stock
0,Courge Lufa St Joan,CUCURBITACEES,Luffa,L.Aegyptica,2022,,,Uniquement en stock
1,Courge Luffa (Cris),CUCURBITACEES,Luffa,L.Aegyptica,2021,0,,
1,Courge Mini Jack (Jack be little?),CUCURBITACEES,Cucurbita,C.Pepo,2020,0,,
1,Courge Moschata Tromba d'Albenga,CUCURBITACEES,Cucurbita,C.Moschata,2020-2021,1,,en stock : 2020
1,Courge Moschata Tromba d'Albenga (Josiane),CUCURBITACEES,Cucurbita,C.Moschata,2022,1,Elne (66),
1,Courge musquée de Provence,CUCURBITACEES,Cucurbita,C.Moschata,2021,1,,Uniquement en stock/2 tailles de graines
1,Courge musquée de Provence,CUCURBITACEES,Cucurbita,C.Moschata,2020,0,,
1,Courge Orange d'Halloween,CUCURBITACEES,Cucurbita,,2021,1,,
1,Courge Red Kury,CUCURBITACEES,Cucurbita,C.Maxima,2019,0,,
1,Courge serpent de Sicile,CUCURBITACEES,,,2019,0,,Trichosanthes cucumerina ?
1,Courge Spaghetti,CUCURBITACEES,,,2020,0,,
1,Courgette Cocozelle,CUCURBITACEES,Cucurbita,C.Pepo,2020,1,,
1,Courgette Jaune (Joël),CUCURBITACEES,Cucurbita,C.Pepo,?,0,,
1,Courgette mix sans irrigation,CUCURBITACEES,Cucurbita,C.Pepo,2020,1,,
1,Courgette ronde de Nice,CUCURBITACEES,Cucurbita,C.Pepo,2020,0,,
1,Courgette vietnamienne BAO,CUCURBITACEES,Cucurbita,C.Pepo,2021,0,Le Soler (66),
1,Cyclanthère,CUCURBITACEES,,,2022,,St Cyprien (66),Josette et Jef
D,Daaa,,,,,,,
1,Dahlia,xFLEURS,,,2019,0,,
1,Delphinium (pied d'alouette bleu),xFLEURS,,,2022,0,,
1,Dimorphoteca,xFLEURS,,,2017,0,,surprise
E,Eaaa,,,,,,,
F,Faaa,,,,,,,
1,Faux poivrier (baies roses),xARBRE,,,?,0,,
1,Faux vanillier,,,,,,,
1,Faux vanniller,Duranta,,,2022,,,
1,Fenouil aromatique (Claire),APIACEES,Foeniculum,F.vulgare,2018,0,,
1,Fenouil doux de Florence,APIACEES,Foeniculum,F.vulgare,2019,0,,
0,Fenugrec,FABACEES,Trigonella,T.Foenum-graecum,2022,0,,Origine Biogerme
1,Fèves Aguadulce,FABACEES,Vicia,V.Faba,2021,1,,
1,Fèves fourragères (fèveroles),FABACEES,Vicia,V.Faba,2021,1,,Uniquement en stock
1,Fleur électrique = Acmella oleracea,xFLEURS,,,?,0,,surprise
G,Gaaa,,,,,,,
1,"Gattilier  = poivre des moines, poivre sauvage",xARBRE,,,2022,0,,
1,Gazania jaune,xFLEUR,,,2020,uniquement en stock,Elne (66),
1,Genet à balais,xFLEURS,,,2019 ?,,,surprise
1,Genet Porlock,xFLEURS,,,2019,0,,
1,Giroflée bicornis odorante comestible,xFLEURS,,,2020,0,,
h,Gombo,MALVACEES,Abelmoschus,A.Esculentus,2020,0,Banyuls dels A. (66),"Je ne sais pas où ranger, seul dans sa famille"
1,Gombo (Cris),MALVACEES,Abelmoschus,A.Esculentus,2022,0,Pézilla la R. (66),"Je ne sais pas où ranger, seul dans sa famille"
1,Gourdes de guadeloupe,CUCURBITACEES,Cucurbita,,2023,,Guadeloupe,
1,Grande courge ,CUCURBITACEES,,,2020,0,,Surprise
H,Haaa,,,,,,,
,Haricos à rames,FABACEES,,,2021,0,,
1,Haricot coco,FABACEES,Phaseolus,P.Vulgaris,2021,0,,
1,Haricot grimpant Kilomètre,FABACEES,Vigna,V.Unguiculata,2018,0,,
1,Haricot Munget Perpignan Oliver,FABACEES,Phaseolus,P.Vulgaris,2018 ?,0,,
1,Haricot nain beurre de Rocquencourt (Magellan),FABACEES,Phaseolus,P.Vulgaris,2017,0,,
1,"Haricot secs ""Mogettes de Pont l'Abbé""",FABACEES,Phaseolus,P.Vulgaris,2021,1,,
1,Haricot secs Munget nains (Refardes + Marc),FABACEES,Phaseolus,P.Vulgaris,2021,1,,
1,Haricot Tarbais,FABACEES,Phaseolus,P.Vulgaris,2020,1,,
1,Haricot vert,FABACEES,Phaseolus,P.Vulgaris,2020,0,,
0,Haricot vert (peu arrosés),FABACEES,Phaseolus,P.Vulgaris,2021,0,,A reproduire
1,Haricot vert Nassau,FABACEES,Phaseolus,P.Vulgaris,2021,0,,
1,Hélianthus à petites fleurs type Cosmos,xFLEURS,,,2021,1,Elne (66),
1,Hélianthus petit soleil,xFLEURS,,,2021,0,,
1,Hibiscus,xFLEURS,,,2022,0,,
1,Hibiscus Altéa fleurs blanches,xFLEURS,,,2022,0,,
1,Hysope,Arom. LAMIACEES,Hyssopus,H.Officinalis,2022,0,,
I,Iaaa,,,,,,,
1,Immortelles,xFLEURS,,,2018,0,,
1,Ipomée,xFLEURS,,,2021,0,,
K,Kaaa,,,,,,,
1,Kaki pomme,xARBRE,,,?,0,,surprise
1,Kalanchoé,xFLEURS,,,?,0,,surprise
L,Laaa,,,,,,,
1,Lactuca,ASTERACEES,Lactuca,L.Sativa,Jusqu'en 2025,,,
1,Laitue asperge,ASTERACEES,Lactuca,L.Sativa,2017,0,,
1,Laitue enciam llarg,ASTERACEES,Lactuca,L.Sativa,2020,0,,
1,Laitue enciam llarg,ASTERACEES,Lactuca,L.Sativa,2021,0,,
1,Laitue Feuille de chène,ASTERACEES,Lactuca,L.Sativa,2021,0,,
1,Laitue Feuille de chène verte,ASTERACEES,Lactuca,L.Sativa,2021,0,,
1,"Laitue pommée ""Merveille des 4 saisons"" rouge",ASTERACEES,Lactuca,L.Sativa,2021,0,,
1,Laitue pommée merveille d'hiver,ASTERACEES,Lactuca,L.Sativa,Jusqu'en 2025,,,
1,Laitue Romaine Grasse de Morges 2025,ASTERACEES,Lactuca,L.Sativa,Jusqu'en 2025,,,
1,Laitue Romaine Parris island,ASTERACEES,Lactuca,L.Sativa,2021,0,,
0,Lantana,xFLEURS,,,2022,1,Uniquement en stock,Céret (66)
1,Lantana rouge,xFLEURS,,,2019,0,,
1,Larmes de Job,POACEES,Coix,C.Lacryma-jobi,2021,1,,
1,Laurier sauce,xARBRE,,,?,0,,Surprise
1,Lavande ,xFLEURS,,,2022,0,,
1,Lentille multicolore Kokopelli,FABACEES,Lens,L.Culinaris,2015,0,,
1,Lupin bleu,xFLEURS,,,2017,1,,surprise
M,Maaa,,,,,,,
1,Mâche,CAPRIFOLIACEAE ?,,,2020,0,,"Je ne sais pas où ranger, seul dans sa famille"
1,Maïs Bardot des Dombes (pour poulets de Bresse),POACEES,Zea,Z.Mays,2020,0,,
1,Maïs Glass Gem,POACEES,Zea,Z.Mays,2020,1,,
1,Maïs Perou,POACEES,Zea,Z.Mays,2022,,,
1,Maïs rouge,POACEES,Zea,Z.Mays,?,0,,Surprise
1,Melisse,Arom. LAMIACEES,Melissa,M.Officinalis,2019,0,,
1,Mélisse Turque,Arom. LAMIACEES,Melissa,M.Officinalis,2022,0,,
1,Melon Canari,CUCURBITACEES,Cucumis,C.Melo,2020,0,,
1,Melon Cantaloup,CUCURBITACEES,Cucumis,C.Melo,2018,0,,
1,Melon charentais (ferme de Ste Marthe) ,CUCURBITACEES,Cucumis,C.Melo,2022,0,Le Soler (66),
1,Melon de Cavaillon brodé,CUCURBITACEES,Cucumis,C.Melo,2021,0,,
1,Melon espagnol Piel del Sapo,CUCURBITACEES,Cucumis,C.Melo,2018,0,,
1,Melon noir des Carmes,CUCURBITACEES,Cucumis,C.Melo,2020,0,,
1,Melon vert à confiture,CUCURBITACEES,Cucumis,C.Melo,?,0,,Surprise
1,Menthe Poivrée,Arom. LAMIACEES,Mentha,Mentha piperita,Jusqu'en 2025,,,
1,Millepertuis,xFLEURS,,,2021,0,,
1,Monnaie du Pape,xFLEURS,,,2022,0,,
1,Moringa,xARBRE,,,2023,,Guadeloupe,
1,Moutarde de Chine mix,BRASSICACEES,Brassica,B.Juncea,2020,0,,
1,Moutarde jaune (Marc),BRASSICACEES,Brassica,B.Juncea,2021,0,,
1,Muflier,xFLEUR,,,2022,uniquement en stock,Elne (66),
1,Muflier,xFLEURS,,,?,0,,surprise
1,Muflier,xFLEURS,,,2020,0,,
N,Naaa,,,,,,,
1,Navet de Cerdagne,BRASSICACEES,Brassica,B.Rapa,2015,0,,
1,Navet des Vertus Marteau de BioGerme,BRASSICACEES,Brassica,B.Rapa,2017,0,,
1,Nigelle de Damas (Josiane),xFLEURS,,,2021,1,Elne (66),
1,Nigelle Iblid (Liban),xFLEURS,,,2018,0,,surprise
O,Oaaa,,,,,,,
1,Oeillet des poètes,xFLEURS,,,2021,0,,
1,Oeillet d'Inde,xFLEURS,,,?,,,surprise
1,Oeillet d'Inde,xFLEURS,,,2022,0,,
1,Oeillet d'Inde géant,xFLEURS,,,2022,1,Elne (66),Uniquement en stock
1,Oeillet d'Inde géant,xFLEURS,,,2020,0,,
1,Oeillets d'Inde oranges,xFLEUR,,,2021,uniquement en stock,Elne (66),
1,Oignon Ishikura,LILIACEES,Allium,A.Cepa,2021,0,,
1,Oignon rouge de Toulouges,LILIACEES,Allium,A.Cepa,2022,0,,
1,Onagre,xFLEURS,,,2022,0,,
1,Ortie champètre,xFLEURS,,,2021,0,,
1,Oseille rouge,POLYGONACEES,Rhumex,R.Acetosa,2018,0,,"Je ne sais pas où ranger, seul dans sa famille"
